S/N,HCP CODE,NAME,ADDRESS,TYPE OF SERVICE,LGA,STATE,
1393,EK/0054,Federal Polytechnic Health Centre,"Ado Ekiti, Ekiti State",Laboratory,Ado Ekiti,Ekiti,
1394,EK/0055,Maternal Child Specialist Clinic,"Adebayo Estate , Former UNAD Health Centre, Iwokoro, Ado Ekiti, Ekiti State.",,Ado Ekiti,Ekiti,
1395,EN/0001,Mount Zion Medical Centre,"9th Mile, Enugu",,Udi,Enugu,
1396,EN/0002,St. Patricks Hospital & Maternity,"8, Owerri Road, Asata, Enugu",,Enugu East,Enugu,
1397,EN/0005,Coal Camp Medical Centre,"Asata Mine Road, Coal Camp",,Enugu East,Enugu,
1398,EN/0006,Christ The King Hospital,"No. 18 Emeka Abalu Ave. Phase 6, Trans Ekulu, Enugu",,Enugu East,Enugu,
1399,EN/0007,Peenok Medical Centre,"24, Zik Avenue, Uwani, Enugu",,Enugu South,Enugu,
1400,EN/0008,Eastern Nig. Med. Centre,"30, Amigbo Lane Uwani, Enugu",,Enugu South,Enugu,
1401,EN/0009,Jeno Hospital Ltd.,"23 Nnamdi Azikiwe Avenue, Trans-Ekulu, Enugu",,Enugu East,Enugu,
1402,EN/0011,Michael Obayi Memorial Hospital,"49/51, Emmanuel Obayi Avenue, Anyanaeleigbo Achara, Nsukka",,Nsukka,Enugu,
1403,EN/0012,Cimac Hospital Ltd.,"91, Agbani Road, Enugu.",,Enugu South,Enugu,
1404,EN/0013,Ristela Hospital & Maternity,"3, Ristela Close, Independence Layout, Off Residential Road, E",,Enugu East,Enugu,
1405,EN/0015,Our Saviour Medical Centre,9th Mile,,Udi,Enugu,
1406,EN/0016,"Ntasiobi Hospital,",Enugu,,Enugu South,Enugu,
1407,EN/0017,Akulue Memorial Hospital,"16/18 Akulue Road, Onuiyi, Nsukka, Enugu",,Nsukka,Enugu,
1408,EN/0018,Unity Ngwo Hospital & Mat.,"Ngwo, Enugu, Enugu State",,Udi,Enugu,
1409,EN/0019,Benem Hospital,"Ngwo, Enugu, Enugu State",,Udi,Enugu,
1410,EN/0021,Christian Miracle Hospital,"No. 3, Akuta Crescent, Independence Layout, Enugu",,Enugu East,Enugu,
1411,EN/0023,Keme Hospital,"Achara Layout, Agbani Road, Enugu",,Enugu South,Enugu,
1412,EN/0024,Life Foundation Hospital,"3, Agu Street, Achara Layout, Enugu",,Enugu South,Enugu,
1413,EN/0025,Ibezim Medical Clinics,"56, Ufuma Street, Achara Layout, Enugu",,Enugu South,Enugu,
1414,EN/0026,Kenechukwu Specialist Hospital & Maternity,"94, Nike Road, Abakpa, Enugu State",,Enugu East,Enugu,
1415,EN/0027,Julius Ezenyirioha Memorial Hospital & Maternity,"32, Nike Road, Abakpa Nike, Enugu.",,Enugu East,Enugu,
1416,EN/0028,Chinwendu Hospital & Maternity,"29, Imo River St. Housing Estate, Abakpa, Enugu",,Enugu East,Enugu,
1417,EN/0029,St. Leo's Specialist Hospital,"Nike Lake Road, Abakpa, Enugu",,Enugu East,Enugu,
1418,EN/0030,Orient Hospital,"Agbani Town, Agbani, Enugu",,Enugu South,Enugu,
1419,EN/0031,Mother Of Mercy Hospital & Mat.,"Ihe, Awgu Lga, Enugu State",,Awgu,Enugu,
1420,EN/0032,St. Clara's Maternity Hospital,"Umonandiogu, Ezeogu Lga, Enugu",,Ezeagu,Enugu,
1421,EN/0034,The Merken Hospital Centre,"Amechi Road, Awkunanaw, Enugu",,Enugu South,Enugu,
1422,EN/0036,Chumaoke Hosp. & Mat.,"Obuoffia, Awkunanaw Nkanu West, Enugu",,Nkanu West,Enugu,
1423,EN/0037,Royal Hospital,"3 Aria Road, Gra, Enugu",,Enugu East,Enugu,
1424,EN/0038,Imperial Specialist Hospital,"Plot 3, Imperial Drive, China Town, Enugu",,Enugu North,Enugu,
1425,EN/0040,Child Life Medical Centre,"165, Chime Ave Enugu",,Enugu East,Enugu,
1426,EN/0041,Hope Hospital & Maternity,"13 Ikem Street, Abakpa Nike, Enugu",,Enugu East,Enugu,
1427,EN/0042,Annuciation Hospital,"Emene, Enugu.",,Aninri,Enugu,
1428,EN/0044,"ESUT Teaching Hospital, Parklane","G R A, Enugu",,Enugu East,Enugu,
1429,EN/0045,Hansa Clinics,"1 Nwoga Street, 22 Awolowo Street, Uwani, Enugu",,Enugu South,Enugu,
1430,EN/0046,Orakwue Hospital,"16 Affa Street, Uwani, Enugu",,Enugu South,Enugu,
1431,EN/0047,Nosco Hospital,"39 Zik Avenue, Uwani, Enugu",,Enugu South,Enugu,
1432,EN/0048,The Merken Hospital Centre,"Amechi Road,Awkunanaw, Enugu","O & G,SURGERY",Aninri,Enugu,
1433,EN/0049,Orakwe Hospital,"16, Affa Street, Uwani, Enugu","Internal medicine, Radiology",Enugu South,Enugu,
1434,EN/0051,Niger Optical Service Co. Nig. Ltd.,"39, Zik Avenue, Uwani, Enugu",Ophithalmology,Enugu South,Enugu,
1435,EN/0052,Chinwendu Clinic & Med.,"29 Imo River Street, Abakpa Nike, Enugu","Radiodiagnostic/Ultrasonography, Laboratory",Enugu East,Enugu,
1436,EN/0053,St. Leo's Hospital,"57, Nike Lake Road (Opp. Amazing Love Church)","General surgery, O & G",Enugu East,Enugu,
1437,EN/0054,Michael Obayi Mem. Hospital,"41, Emmanuel Obayi Street, Nsukka, Enugu State",Laboratory,Nsukka,Enugu,
1438,EN/0055,Akulue Memorial Hospital,"16/18 Akulue Road, Onuiyi, Nsukka, Enugu State","Paediatrics, Surgery, Pharmacy, Laboratory",Nsukka,Enugu,
1439,EN/0056,Annuciation Specialist,"Emene, Enugu State.","O & G, Internal medicine, Surgery, Pharmacy, Laboratory, Paediatrics, Opthamology, ENT, Dentistry, Radiodiagnostic/ultrasonography",Aninri,Enugu,
1440,EN/0057,Parklane Specialist Hospital,"Enugu, Enugu State","Otolaryngology, Dentist, Dermatology, Physiotherapy, Orthopaedic, Radiology, Paediatrics, O&G, Int. med., Gen. surg., Urology, Pharm., Lab., Ophthalmology, Diabetes, Nutrition, Optometry",Aninri,Enugu,
1441,EN/0058,Our Saviour Med. Centre,"9th Mile Rd., Enugu","O & G, Sugery",Udi,Enugu,
1442,EN/0059,Mount Zion Medical Centre,"9th Mile Road, Enugu, Enugu State",O & G,Udi,Enugu,
1443,EN/0060,Unity Ngwo Hospital & Maternity,"Ngwo, Enugu, Enugu State","O & G, Internal medicine",Udi,Enugu,
1444,EN/0061,Eastern Nigeria Medical Centre,"30 Amalgbo Lane, Uwani","Dental, O & G, Internal medicine, Surgery, pharmacy",Enugu South,Enugu,
1445,EN/0062,Hansa Clinics,"1 Nwoga/Awolowo Street, Enugu, Enugu State","ENT, Radiology, Laboratory",Aninri,Enugu,
1446,EN/0063,Christian Miracle Hospital,"No. 3, Akulu Crescent, Industrial Layout, Enugu",O & G,Aninri,Enugu,
1447,EN/0064,Aghaeze Hospital,"16, Nzimiro Str., New Haven, Enugu, Enugu State",O & G,Aninri,Enugu,
1448,EN/0065,Hilltop Clinic,"KM 2, Enugu-Onitsha Express Trans-Ekulu, Enugu","Orthopaedic, General Surgery",Enugu East,Enugu,
1449,EN/0066,Christ The King Hospital,"Trans-Ekulu, Enugu State","Internal medicine, General surgery",Enugu East,Enugu,
1450,EN/0067,Jeno Hospital & Maternity,"23, Nnamdi Azikiwe Street Trans-Ekulu, Enugu State",O & G,Aninri,Enugu,
1451,EN/0068,Hanlett Patterson Medical Clinic,"West Road, 6 Trans-Ekulu Road Enugu, Enugu State",O & G,Aninri,Enugu,
1452,EN/0069,Kenechukwu Specialist Hospital & Maternity,"94, Nike Road, at Liberty Bus Stop, Abakpa, Enugu State",O & G,Enugu East,Enugu,
1453,EN/0070,Julius Memorial Hospital,"32, Nike Road, Abakpa, Enugu, Enugu State","O & G, Laboratory",Enugu East,Enugu,
1454,EN/0071,Hope Hospital & Maternity,"13, Ikem Street, Abakpa, Enugu, Enugu State",O&G,Enugu East,Enugu,
1455,EN/0072,University Of Nigeria Teaching Hospital,Enugu,"O & G, Medicine Surgery Paediatrics, Pathology,Anaesthesia, Clinical, Haematology",Aninri,Enugu,
1456,EN/0073,National Orthopaedic Hospital,Enugu,"Orthopaedics, Burns & Plastics, Physiotherapy, Radiology,Laboratory, Pharmacy, Traumatology, Surgery, Prosthetics/orthortics",Enugu East,Enugu,
1457,EN/0074,St. Patricks Hospital & Mat.,"No. 8 Owerri Road, Asata, Enugu",O & G,Enugu North,Enugu,
1458,EN/0075,Ristela Hospital & Maternity,"No. 3. Ristela Close, Off Independence layout",O & G,Aninri,Enugu,
1459,EN/0077,All-Day Pharmacy Ltd.,"63, Chime Avenue, New Haven, Enugu",Pharmacy,Aninri,Enugu,
1460,EN/0078,IVY Pharm.,"NAGPP, 44, Chime Road",Pharmacy,Aninri,Enugu,
1461,EN/0079,Daisy Pharmacy Ltd.,"49, Zik Avenue, Enugu",Pharmacy,Aninri,Enugu,
1462,EN/0080,Al-Deka Pharmacy,"No. 2 Ezeagu Street, New Haven, Enugu",Pharmacy,Aninri,Enugu,
1463,EN/0081,Ndu Pharmacy/Dunix Ltd.,"147, Zik Avenue, Uwani, Enugu",Pharmacy,Enugu South,Enugu,
1464,EN/0082,Starr Pharmaecuticals Nig. Ltd.,"2/5 UNTH Road, Enugu",Pharmacy,Enugu North,Enugu,
1465,EN/0083,Vin Chuks Chemist,25 Abakpa Nike Road,Pharmacy,Enugu East,Enugu,
1466,EN/0084,KOV Pharmacy,"57, Nike Road, Abakpa, Enugu",Pharmacy,Enugu East,Enugu,
1467,EN/0085,Elofex Pharmacy,"Tracas Road, Nsukka, Enugu State",Pharmacy,Abeokuta South,Ogun,
1468,EN/0086,E-Vac Pharmaceutical Nig. Ltd.,"18/32 Cheme Ave. New Heaven, Enugu",Pharmacy,Aninri,Enugu,
1469,EN/0087,Emuc Pharm.,"No. 1 Cheme Ave. New Heaven, Enugu",Pharmacy,Aninri,Enugu,
1470,EN/0088,Purtek Pharmaceutical Ltd.,"44 Cheme Ave. New Heaven, Enugu",Pharmacy,Aninri,Enugu,
1471,EN/0092,Annox Nig. Ltd. Pharm. & Stores,"1B UNTH Road, Enugu",Pharmacy,Enugu North,Enugu,
1472,EN/0093,Bertson Pharmacy,"47, Chime Avenue, New Heaven, Enugu",Pharmacy,Aninri,Enugu,
1473,EN/0094,"St. Anthony,s Medical Diagnostic Lab.",UNN Road Nsukka,Laboratory,Enugu North,Enugu,
1474,EN/0095,Zanda Mercy Laboratory,"Agbani Road, Enugu",Laboratory,Aninri,Enugu,
1475,EN/0097,Jasmine Pharm. Ltd.,"1B/3 UNTH Road, Enugu",Pharmacy,Enugu North,Enugu,
1476,EN/0098,Aqua Fall Pharm. Ltd.,"110 Nike Road Abakpa, Enugu",Pharmacy,Enugu East,Enugu,
1477,EN/0099,St. Lukkis Lab.,"79 Nike Road, Nike Abakpa, Enugu",Laboratory,Enugu East,Enugu,
1478,EN/0100,Peenok Med. Centre,"24, Zik Ave. Uwani Enugu",Laboratory,Enugu South,Enugu,
1479,EN/0102,"University Of Nigeria Teaching Hosp., Enugu",Enugu,,Enugu North,Enugu,
1480,EN/0103,82 Div Hospital,"Enugu, Enugu State",,Aninri,Enugu,
1481,EN/0104,337 BSG NAF Medical Centre,"NAF Base, Enugu",,Enugu East,Enugu,
1482,EN/0105,Ubabuike Hospital,Enugu,,Enugu East,Enugu,
1483,EN/0106,Zeta Hospital,"Emene, Enugu State",,Enugu South,Enugu,
1484,EN/0107,Medical Post (AFCSC),Enugu,,Enugu East,Enugu,
1485,EN/0108,"82 Division Hospital, Enugu","Enugu, Enugu State",,Enugu South,Enugu,
1486,EN/0109,103 Bn MRS Enugu,"Enugu, Enugu State",,Enugu North,Enugu,
1487,EN/0110,"Cottage Hospital/Comprehensive Health Centre, Oji River","Police College,Oji River, Enugu",,Oji-River,Enugu,
1488,EN/0111,"Cottage Hospital/Comprehensive Health Centre, Police Detecti","Police Detective College, Enugu",,Enugu North,Enugu,
1489,EN/0112,Cottage Hospital/Comprehensive Health Centre,"Enugu State Police Command, Enugu.",,Enugu South,Enugu,
1490,EN/0113,National Orthopaedic Hospital,"Enugu, Enugu State",,Enugu East,Enugu,
1491,EN/0115,Mayo Hospital,"19, College Road, Ogui New Layout, Enugu",,Enugu South,Enugu,
1492,EN/0116,"UNN Medical Centre, Enugu","UNEC, Enugu Campus",,Enugu North,Enugu,
1493,EN/0117,Nigeria Law School Medical Centre,"Agani Town, Enugu",,Nkanu West,Enugu,
1494,EN/0118,All Saints Medical Centre,"7 Edemani Road, Nsukka",,Nsukka,Enugu,
1495,EN/0119,"University of Nigeria, Nsukka Medical Centre","Nsukka, Enugu State",,Nsukka,Enugu,
1496,EN/0120,Sonoview Ultrasound Centre,"21, 3rd Avenue, Trans Ekulu, Enugu",Radiodiagnostic/Ultrasonography,Enugu East,Enugu,
1497,EN/0121,University Of Nigeria Teaching Hospital(UNTH),"UNTH Road, Udi Siding","Pharmacy,Orthopaedics,Physiotherapy,Dentistry,Radiodiagnostic/Ultrasonography,Ophtalmology,Otolaryngology,Dermatology,Cardiology,Laboratory,Dietetics",Enugu North,Enugu,
1498,EN/0122,Edn Diagnostic Laboratory,"135 Agbani Road, Uwani, Enugu",Laboratory,Enugu South,Enugu,
1499,EN/0124,Folsein Pharmacy Ltd,"32, Achina Street Idaw River Layout Enugu",Pharmacy,Enugu South,Enugu,
1500,EN/0125,Frankjek Pharmacy,No 6 chief Edward Nnaji str Abakpa,Pharmacy,Enugu East,Enugu,
1501,EN/0126,UNN Medical Centre,Nsukka,"Radiodiagnostic/Ultrasonography,Physiotherapy,Internal Medicine,O&G,Laboratory,Pharmacy",Nsukka,Enugu,
1502,EN/0127,Braunx Pharmaceuticals,No 138 Upper Chime Ave New Haven Enugu,Pharmacy,Enugu South,Enugu,
1503,EN/0128,Deco Pharmacy Ltd,No 29 Edinburgh Rd Ogui New Layout Enugu,Pharmacy,Enugu South,Enugu,
1504,EN/0129,Keme Hospital,"21 Egbonnaji, Achara Layout, Enugu",Laboratory,Enugu South,Enugu,
1505,EN/0130,Antho-Maria Pharmacy,No 2 UNTH Road Enugu,Pharmacy,Enugu North,Enugu,
1506,EN/0131,Afrique Concept Ltd Pharmaceuticals,No 26 Okpara Ave Enugu,Pharmacy,Enugu North,Enugu,
1507,EN/0132,Royale Pharmacy,S1/S2 Dhamija Road Trans Ekulu Enugu,Pharmacy,Enugu East,Enugu,
1508,EN/0133,Uncle Ben Pharmacy Ltd,No 55 Amuri Road Abakpa Enugu,Pharmacy,Enugu East,Enugu,
1509,EN/0134,Eastern Nigeria Medical centre,"30 Amigbo Lane, Enugu","Laboratory,General Surgery,Opthalmology,Paediatrics,Radio-Diagnostivs/Ultrasonography, Dentistry",Enugu South,Enugu,
1510,EN/0135,UNN Medical Centre Enugu Campus,"UNEC, Enugu",Pharmacy,Enugu South,Enugu,
1511,EN/0136,Our Saviour Pharmacy,General Road 9th Mile Corner,Pharmacy,Udi,Enugu,
1512,EN/0137,Gredel Pharmacy,No 28 UNTH Road Enugu,Pharmacy,Enugu North,Enugu,
1513,EN/0138,Michael Obayi Memorial Hospital,"Dr Emmanuel Obayi Avenue, Nsukka",O&G,Nsukka,Enugu,
1514,EN/0139,Balm of Gilead Pharmacy Ltd,No 11 Awkuzu Uwani Enugu,Pharmacy,Enugu North,Enugu,
1515,EN/0140,Memphys Hospital & Neurosurgery,"Km 2, Enugu-Osha Expressway Enugu",Neuro-surgery,Enugu East,Enugu,
1516,EN/0141,All Saints Medical Centre,"2 Ogurugu Road, Odenigbo, Nsukka","Radio-Diagnostic/Ultrasonograph,General Surgery,Laboratory",Nsukka,Enugu,
1517,EN/0143,Trans Ekulu Hospital,No 21 Nome drive Trans Ekulu,General Surgery,Enugu East,Enugu,
1518,EN/0144,Gadini Pharmacy,No 2 UNTH Road Udi Siding Enugu,Pharmacy,Enugu North,Enugu,
1519,EN/0146,Nigeria Law School Medical Centre,Agani Town,Pharmacy,Nkanu West,Enugu,
1520,EN/0147,Health Link Med Laboratory,89 Enugu Road agbani,Laboratory,Nkanu West,Enugu,
1521,EN/0148,Modern Pharmacy,No 1 Nome Drive Trans Ekulu Enugu,Pharmacy,Enugu East,Enugu,
1522,EN/0149,Orakwe Hospital,"16 affa street Uwani, Enugu",Laboratory,Enugu North,Enugu,
1523,EN/0150,St Patricks Hospital,"8 Owerri Road, Asata, Enugu","Paediatrics,Laboratory,Pharmacy,Internal Medicine",Enugu South,Enugu,
1524,EN/0151,Parklane Specialist Teaching Hospital,"Park Avenue, Enugu","Pharmacy, Laboratory, Diabetic & Nutrition, O&G, Int. medicine, Ophthalmology, Gen. surgery, Optometry",Enugu East,Enugu,
1525,EN/0155,EM Medical Lab. Services,"135, Agbani Road, Enugu State",Laboratory,Enugu North,Enugu,
1526,EN/0158,Ntasi Obi Specialist Hospital,"No. 1, Enugu-Abor Street, Trans Ekulu, Enugu State","Pharmacy, Gen. surgery, O&G, Dental Clinics, Ophthalmology, Int. medicine, Radiodiagnostic/ultrasound, ENT, Lab.",Enugu East,Enugu,
1527,EN/0159,Godini Pharmacy,"No. 2B UNTH Road, Enugu",Pharmacy,Enugu North,Enugu,
1528,EN/0160,Niger Foundation Hospital,"off Presidential Road, Enugu State","Laboratory, Pharmacy, Radiodiagnostic/Ultrasonography",Enugu East,Enugu,
1529,EN/0161,Goldern Pharmacy,"31 Nike Road, Abakpa, Enugu",Pharmacy,Enugu East,Enugu,
1530,EN/0162,Klinimed Pharmaceuticals,"14 College Road, Abakpa, Enugu",Pharmacy,Enugu East,Enugu,
1531,EN/0163,Peenok Medical Centre,"No. 24 Zik Avenue, Uwani, Enugu State","Gen. surgery, Int. medicine, Paediatrics, O&G",Enugu South,Enugu,
1532,EN/0164,Mother of Christ Specialist Hospital,"Ogui, Enugu State",,Enugu North,Enugu,
1533,EN/0165,Mother of Christ Spec. Hospital,"Ogui, Enugu State","O&G, Gen. Surgery, Laboratory,Internal medicine,radiology,paediatrics",Enugu North,Enugu,
1534,EN/0168,Health Link Medical Laboratories,"89, Enugu Road, Agbani, Enugu State",Laboratory,Nkanu West,Enugu,
1535,EN/0169,DSS Clinic,"Enugu, Enugu State",,Enugu North,Enugu,
1536,EN/0170,"Police Clinics, Enugu","Enugu, Enugu State",,Enugu South,Enugu,
1537,EN/0171,"Federal College of Education, Eha-Amufu","Eha-Amufu, Enugu State",,Enugu North,Enugu,
1538,EN/0172,"Federal College of Education, Eha-Amufu","Eha-Amufu, Enugu State","Pharmacy, Laboratory",Enugu North,Enugu,
1539,EN/0173,ALWAYS CLINIC,"GREG ILUKWE AVENUE, GRA,ENUGU",,Enugu North,Enugu,
1540,EN/0174,FIRST HOLISTIC HEALTH CLINIC,"10 BOARDMAN STREET, UWANI, ENUGU",,Enugu South,Enugu,
1541,EN/0175,THE GOOD SHEPHERD SPECIALIST HOSPITAL,"CHRIST CHURCH STREET, UWANI",,Enugu South,Enugu,
1542,EN/0176,UWANI MEDICAL CENTER,9 ADELABU STREET,,Enugu South,Enugu,
1543,EN/0177,ALPHA SPECIALIST CLINIC,"55 NIKE ROAD,ABAKPA, ENUGU",,Enugu East,Enugu,
1544,EN/0178,TUNDE HOSPITAL,"22 ATANI STREET, ABAKPA, ENUGU",,Enugu East,Enugu,
1545,EN/0179,CHINEMELU HOSPITAL,"88,OGURGURU ROAD,ODENIGBO,NSUKKA",,Nsukka,Enugu,
1546,EN/0180,NSUKKA MEDICAL CLINIC,"7, NRU STREET,UGWU-NKWO, NSUKKA",,Nsukka,Enugu,
1547,EN/0181,ALL DAY PHARMACY,"63, CHIME AVENUE,NEW HAVEN, ENUGU",Pharmacy,Enugu North,Enugu,
1548,EN/0182,CHILD LIFE MEDICAL CENTER,"163A UPPER CHIME AVENUE,NEW HAVEN","Laboratory, Paediatrics",Enugu North,Enugu,
1549,EN/0184,CHRIST THE KING HOSPITAL,"18, EMEKA ABALU AVENUE PHASE 6 T/EKULU, ENUGU",Laboratory,Enugu East,Enugu,
1550,EN/0185,COSWELL PHARMACY,"29, ANTANI STREET, ENUGU",Pharmacy,Enugu North,Enugu,
1551,EN/0186,"Federal College Of Education clinic ,eha-amufu",EHA-AMUFU,Pharmacy,Isi Uzo,Enugu,
1552,EN/0187,Ibezim medical center,"56, ufuma street ,achara layout,Enugu",O&G,Enugu South,Enugu,
1553,EN/0188,NSUKKA MEDICAL CLINIC,"7,NRU STREET,UGWU-NKWO,NSUKKA","LABORATORY,RADIOLOGY",Nsukka,Enugu,
1554,EN/0190,Nigerian Railway Clinic. Enugu,"Railway Compound, Western Avenue, Enugu",,Enugu North,Enugu,
1555,EN/0191,Merken Health for the Sick,"7/8 College Road, Nwanyibufe Plaza, Enugu","Paediatrics, Laboratory, Medicine",Enugu North,Enugu,
1556,EN/0192,Samaks Maxilofacial & Dental Clinic,"77 Zik Avenue, Uwani, Enugu",Dental,Enugu North,Enugu,
1557,EN/0193,St Martin's Hospital & Matern,"20/22 Ebony Paint Road, Enugu",,Enugu North,Enugu,
1558,EN/0194,Kenol Pharmacy & Laboratory,43 Enugu Road Nsukka,"Pharmacy, Laboratory",Nsukka,Enugu,
1559,EN/0195,Renaissance Hospital,"Isuja, Nsukka",,Nsukka,Enugu,
1560,EN/0196,Adonai Stelmon Medical Laboratory,"63 Chime Avenue, New Haven Enugu",Pharmacy,Enugu South,Enugu,
1561,EN/0197,St Bridget's Specialist Hospi,12 John Okoro Street Emene,,Enugu South,Enugu,
1562,EN/0198,Semino Clinic,8 Onuayo Street Enugu,"O&G, Laboratory",Enugu East,Enugu,
1563,EN/0199,Basic Clinic,"7A Church Street, Abakpa",,Enugu East,Enugu,
1564,EN/0200,Daberechi Hospital & Maternity,"22 College Road, Abakpa, Enugu",,Enugu East,Enugu,
1565,EN/0201,Chigozie Hospital & Maternity,"11 Ekwulu Lane, Emene",,Enugu South,Enugu,
1566,EN/0202,Elohim Hospital and Maternity,"12 Eke Obinagu, Enugu",,Enugu East,Enugu,
1567,EN/0203,NAF Sick Bay,"Agbani, Enugu",,Nkanu East,Enugu,
1568,EN/0204,Memfys Hospital,KM2 Enugu/Onitsha Express Way,Neurosurgery,Enugu East,Enugu,
1569,EN/0205,Royal Cross Hospital & Maternity,14 TTC Road Nsukka,,Nsukka,Enugu,
1570,EN/0206,The Good Shepherd Hospital,"8/10 Iheagu Road NRU Village, Nsukka",,Nsukka,Enugu,
1571,EN/0208,Chidike Children Specialist Clinic,"57 Nike Abakpa, Nike, Enugu",,Enugu East,Enugu,
1572,EN/0210,First Dental Consultant,"184 Ogui Road, Lagos Street, Asata, Enugu",Dental,Enugu North,Enugu,
1573,EN/0211,Imperial Specialist Hospital,"Plot 3, Imperial Drive, China Town, Enugu",Surgery,Enugu North,Enugu,
1574,EN/0212,Our Lady of Fatima Hospital,74/75 Nike Road Abakpa,,Enugu East,Enugu,
1575,EN/0213,St Raphael's Hospital & Mater,"Ibagwa-Aka, Nsukka",,Nsukka,Enugu,
1576,EN/0214,Railway Hospital Enugu,"Railway Compound, Western Avenue, Enugu",Laboratory,Enugu North,Enugu,
1577,EN/0215,Dentaserve Dental Clinic,"20 Ekulu Avenue, GRA, Enugu",Dental,Enugu North,Enugu,
1578,EN/0216,St Mary's Hospital and Maternity,"16 Nwodo Close, GRA, Enugu",,Enugu North,Enugu,
1579,EN/0217,Bishop Shanahan Hospital,"46 Enugu Road, Nsukka",,Nsukka,Enugu,
1580,EN/0218,Federal Neuropsychiatric Hospital,"Chime Avenue, New Haven, PMB 01181, Enugu",,Enugu North,Enugu,
1581,EN/0219,Nwa-Ossai Foundation Hospital,"20, Enugu road, Orba, Nsukka",,Nsukka,Enugu,
1582,EN/0220,Nwa-Ossai Foundation Hospital,"# 20, Enugu Road, Orba, Nsukka",,Nsukka,Enugu,
1583,EN/0222,Harriett Patterson Medical Clinic,"1 West Road Six Trans Ekulu, Enugu",,Enugu East,Enugu,
1584,EN/0223,Trisa Clinic and Radiological Services,C4 presidential road (former Golden Gate Independence layout Enugu.,,Enugu South,Enugu,
1585,FCT/0001,Wildot Clinic,"Plot 903 Obafemi Awolowo Way, Utako District",,Municipal,FCT,
1586,FCT/0002,Arewa Specialist Hospital & Diagnostic Centre,"Plot 645, Alex Ekwueme Street, Jabi District, Abuja",,Municipal,FCT,
1587,FCT/0004,Gwarinpa General Hospital,"Gwarinpa,Abuja",,Municipal,FCT,
1588,FCT/0005,Sybron Medical Centre,"Plot 1241, Yakubu Gowon Crescent, Asokoro",,Municipal,FCT,
1589,FCT/0008,Pan-Raf Hospital Ltd.,"Nyanya Area C, Abuja",,Municipal,FCT,
1590,FCT/0010,Bismol Clinic & Maternity,"Plot 8, Area F, Nyanya, Abuja",,Municipal,FCT,
1591,FCT/0011,"St. Patricks, Clinic & Mat.","Area F, Beside Police Station, Nyanya Abuja",,Municipal,FCT,
1592,FCT/0012,Jalingo Medical Clinic,"Plot 53, Phase Ii, Opp. Area A, Nyanya Abuja",,Municipal,FCT,
1593,FCT/0013,Alfad Specialist Medical Centre,"Kuje, FCT, Abuja.",,Kuje,FCT,
1594,FCT/0014,"Primary Health Clinic, Karonmagaji","Karonmajigi, Abuja",,Municipal,FCT,
1595,FCT/0015,Midland Clinic,"Karu-Site By Bus Stop, Karu, Abuja",,Municipal,FCT,
1596,FCT/0016,Divine Mercy Hospital & Diagnostic Centre Ltd,"Plot 93, Phase 2/1 Gado Nasko Street, Kubwa, Abuja",,Municipal,FCT,
1597,FCT/0017,The Comforter Clinic & Diag. Centre,"Plot 1233, 1 (R) 4 Road by AMAC International Market behind CBN Quarters Lugbe FHA",,Municipal,FCT,
1598,FCT/0018,Al Fama Pharmacy,"New FCDA Life Camp, Gwaprinpa, Abuja",Pharmacy,Municipal,FCT,
1599,FCT/0019,Mex Pharmacy Ltd.,"20 Idu - Wuse Road Opp. Ginkayya Bank, Idu",Pharmacy,Municipal,FCT,
1600,FCT/0020,Nolad Pharm. & Allied Co. Ltd.,"Plot 278 Aminu Kano Crescent (Opposite Mr. Biggs) Wuse II, Abuja",Pharmacy,Municipal,FCT,
1601,FCT/0021,Centre Point Pharmacy Co. Ltd.,"20 Market Road, Off NWC Gate, Gwarinpa Village",Pharmacy,Municipal,FCT,
1602,FCT/0022,Richneworld Pharmacy Ltd.,"2nd Avenue, Off Foreign Affairs Qtrs, Gwarinpa",Pharmacy,Municipal,FCT,
1603,FCT/0023,Supa-Pharma Ltd.,"Suite 15, GI Plaza, 1st Avenue, Gwarinpa",Pharmacy,Municipal,FCT,
1604,FCT/0024,Alpha-Royal Medical Ltd.,"Suite A Mobil Filling Station complex, Karu Site",Laboratory,Municipal,FCT,
1605,FCT/0025,Elyon Medical Laboratory,"Chief Palace Way/Road, Old Karmo",Laboratory,Municipal,FCT,
1606,FCT/0026,Bioscience Lab. Ltd.,"Plot 618, Alex Ekweme Way, Jabi",Laboratory,Municipal,FCT,
1607,FCT/0027,Ken-Zee Pharm. & co. Ltd.,"Behind Christ Ascension Church, Near Idu Timbershed, Idu-Karmo.",Pharmacy,Municipal,FCT,
1608,FCT/0028,Goodman Medical Diag. Lab.,"7 Cornershop, Area A, Nyanya",Laboratory,Municipal,FCT,
1609,FCT/0030,Boniks pharmacy,"Shop 5, Gwarinpa Estate, By FHA Home Office, 3rd Avenue",Pharmacy,Municipal,FCT,
1610,FCT/0031,Hephzibah Pharmacy Nig. Ltd.,"Shop 3&4, Goodson Plaza, Behind Tony Anthony Lane, Gwarinpa",Pharmacy,Municipal,FCT,
1611,FCT/0032,Dofsko Pharmacy,"Block A1, Jobilo Tarset Square, Idu-Karmo",Pharmacy,Municipal,FCT,
